ProductType,Model,Manufacturer
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
desktop,elitedesk 800 g1 usdt,hp
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac14,2/a1419",apple
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
desktop,elitedesk 800 g1 usdt,hp
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac13,2/a1419",apple
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac13,2/a1419",apple
tablet,galaxy tab a (2016),samsung
all in one,"imac15,1/a1419",apple
all in one,"imac13,2/a1419",apple
desktop,elitedesk 800 g1 usdt,hp
all in one,"imac18,3/a1419",apple
all in one,"imac15,1/a1419",apple
all in one,"imac15,1/a1419",apple
all in one,"imac14,2/a1419",apple
desktop,elitedesk 800 g1 usdt,hp
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
